label_paper_title,authors,author_date,Abstract,research_url,doi,Funded by,N Referenced by,Deposit date (DOI),Journal publication title,doi_authors,publication_date_unjournal,Updated since UJ report -- manual confirmation,deposit date > unjournal pub date,doi_eval_summary
Effects of Emigration on Rural Labor Markets,"Agha A. Akram,Shyamal Chowdhury,Ahmed Mushfiq Mobarak","Akram et al., 2018","Rural to urban migration is an integral part of the development process, but there is little evidence on how out-migration transforms rural labor markets. Emigration could benefit landless village residents by reducing labor competition, or conversely, reduce productivity if skilled workers leave. We offer to subsidize transport costs for 5792 potential seasonal migrants in Bangladesh, randomly varying saturation of offers across 133 villages. The transport subsidies increase beneficiaries’ income due to better employment opportunities in the city, and also generate the following spillovers: (a) A higher density of offers increases the individual take-up rate, and induces those connected to offered recipients to also migrate. The village emigration rate increases from 35% to 65%. (b) This increases the male agricultural wage rate in the village by 4.5-6.6%, and the available work hours in the village by 11-14%, which combine to increase income earned in the village, (c) There is no intra-household substitution in labor supply, but primary workers within households earn more during weeks in which many of their village co-residents moved away. (d) The wage bill for agricultural employers increases, which reduces their profit, with no significant change in yield. (e) Food prices increase by 2.7% on net, driven by an increase in the price of (fish) protein, and offset by (f) a decrease in the price of non-tradables like prepared food and tea. Seasonal migration subsidies not only generate large direct benefits, but also indirect spillover benefits by creating slack in the village-of-origin labor market during the lean season.


","https://www.nber.org/papers/w23929#:~:text=Emigration%20could%20benefit%20landless%20village,productivity%20if%20skilled%20workers%20leave",doi.org/10.3386/w23929,,36,8/5/2018,WP,Agha Ali Akram; Shyamal Chowdhury; Ahmed Mushfiq Mobarak,6/26/2024,false,false,https://doi.org/10.21428/d28e8e57.d3d8000c
"Empathy, Motivated Reasoning, and Redistribution",Tingyan Jia,"Jia, 2022","I investigate both theoretically and experimentally the economics of empathy and its implications for redistribution. I first define empathy as an accurate simulation of how one would feel if they were in another’s position, distinguishing it from altruism. I propose a novel mechanism by which personal experience affects distributional motives through empathy: wealthy individuals have selfish motivation not to be empathetic towards the poor in order to justify less redistribution; in addition, more varied personal experience of consumption constrains such motivated reasoning, therefore, increasing empathy and redistribution. I provide a test of the mechanism in a laboratory setting. I create exogenous variation in experiences and manipulate the timing of information to identify the role of motivated reasoning for subjects with different experiences. I find strong support for the validity of the mechanism: subjects with uniform experience are more susceptible to self-serving motivated reasoning in both their empathy beliefs and redistribution choices.",https://web.stanford.edu/~tingyan/files/Empathy_JMP.pdf,,,,,WP,,,false,false,
"Ends versus Means: Kantians, Utilitarians, and Moral Decisions ","Roland Bénabou,Armin Falk,Luca Henkel","Bénabou et al., 2024","Choosing what is morally right can be based on the consequences (ends) resulting from the decision – the Consequentialist view – or on the conformity of the means involved with some overarching notion of duty – the Deontological view. Using a series of experiments, we investigate the overall prevalence and the consistency of consequentialist and deontological decision-making, when these two moral principles come into conflict. Our design includes a realstakes version of the classical trolley dilemma, four novel games that induce ends-versus-means tradeoffs, and a rule-following task. These six main games are supplemented with six classical self-versus-other choice tasks, allowing us to relate consequential/deontological behavior to standard measures of prosociality. Across the six main games, we find a sizeable prevalence (20 to 44%) of nonconsequentialist choices by subjects, but no evidence of stable individual preference types across situations. In particular, trolley behavior predicts no other ends-versusmeans choices. Instead, which moral principle prevails appears to be context-dependent. In contrast, we find a substantial level of consistency across self-versus-other decisions, but individuals’ degree of prosociality is unrelated to how they choose in ends-versus-means tradeoffs.",https://rbenabou.scholar.princeton.edu/sites/g/files/toruqf3331/files/documents/NBER_WP.pdf,https://doi.org/10.3386/w32073,German Research Foundation (DFG) through CRC TR 224 (Project A01),3,2/20/2024,WP,Roland Bénabou; Armin Falk; Luca Henkel,9/8/2025,false,false,https://doi.org/10.21428/d28e8e57.c873de57
Existential risk and growth,"Leopold Aschenbrenner,Philip Trammell","Aschenbrenner and Trammell, ","Technologies may pose existential risks to civilization. Though accelerating
technological development may increase the risk of anthropogenic existential
catastrophe per period in the short run, two considerations suggest that a
sector-neutral acceleration decreases the risk that such a catastrophe ever oc-
curs. First, acceleration decreases the time spent at each technology level.
Second, since a richer society is willing to sacrifice more for safety, optimal
policy can yield an “existential risk Kuznets curve”; acceleration then pulls
forward a future in which risk is low. Acceleration typically increases risk only
given sufficiently extreme policy failures or direct contributions of acceleration
to risk. JEL codes: O32, O33",https://www.aeaweb.org/conference/2025/program/paper/Af8HRE23,,,,,WP,,8/1/2024,false,false,
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament," Ezra Karger,Josh Rosenberg, Zachary Jacobs,Molly Hickman,Rose Hadshar,Kayla Gamin,Taylor Smith,Tegan McCaslin,Bridget Williams,Stephen Thomas,Philip E. Tetlock","Karger et al., 2023","The Existential Risk Persuasion Tournament (XPT) aimed to produce high-quality forecasts of the risks facing humanity over the next century by incentivizing thoughtful forecasts, explanations, persuasion, and updating from 169 forecasters over a multi-stage tournament. In this first iteration of the XPT, we discover points where historically accurate forecasters on short-run questions (superforecasters) and domain experts agree and disagree in their probability estimates of short-, medium-, and long-run threats to humanity from artificial intelligence, nuclear war, biological pathogens, and other causes. We document large-scale disagreement and minimal convergence of beliefs over the course of the XPT, with the largest disagreement about risks from artificial intelligence. The most pressing practical question for future work is: why were superforecasters so unmoved by experts’ much higher estimates of AI extinction risk, and why were experts so unmoved by the superforecasters’ lower estimates? The most puzzling scientific question is: why did rational forecasters, incentivized by the XPT to persuade each other, not converge after months of debate and the exchange of millions of words and thousands of forecasts?",https://forecastingresearch.org/s/XPT.pdf,,,,,WP,,8/23/2024,false,false,
Forecasts estimate limited cultured meat production through 2050 (EA forum post),"Neil Dullaghan,Linchuan Zhang","Dullaghan and Zhang, 2022","* We (Neil and Linch) developed forecasting questions around cultured meat reaching annual production volume sold in metric tons (>100,000, >1M, >10M, >50M) by a certain year (2031, 2036, 2051) in addition to hypothesized signposts of progress (funding, researchers, input costs, food service sales, and public support). For context, the annual production of conventional meat (excluding seafood) in 2018 was 346M metric tons and the annual production of seafood in 2015 was 200M metric tons.
* Here we present an initial set of forecasts from a panel of paid forecasters. We plan to expand forecasting on similar questions in a Metaculus tournament so that we can see how forecasts are affected by news of supposedly important breakthroughs.
* Despite some variation, the majority of probabilities were for low production volumes. The aggregated probabilities from our panel include a 54% probability that less than 100,000 metric tons of cultured meat (where >51% of the “meat” is produced directly from animal cells) will be produced and sold at any price in a 12-month period before the end of 2051.

                        Aggregated probabilities of cultured meat production targets

Metric tons203120362051

>100,00015%22%46%

>1M3%9%31%

>10MNot asked3%18%

>50MNot askedNot asked9%



* These results suggest that rather than pursuing strategies that assume a small nudge can make cultured meat widely available in the near term, there may be more benefit in ensuring long-term support for the industry or in alternatives to cultured meat.
* Engineering new types of bioreactors, building out supply chains of key ingredients, securing broad political support for public funding, and establishing a pipeline of researchers seem promising ways to nudge production trajectories upwards over a timeframe of a century, not decades.
* This report is about describing uncertainty and models, not justifying any specific probability. The main cruxes of disagreement appear to stem from beliefs in how often technology can replicate and outperform biological systems, choice of reference classes, and how much to anchor based on the estimates in the Humbird (2020) techno-economic analysis.",https://rethinkpriorities.org/research-area/forecasts-estimate-limited-cultured-meat-production-through-2050/,,,,,WP,,9/9/2025,false,false,
"Global Gains from a Green Energy Transition: Evidence on Coal-Fired Power and Air Quality Dissatisfaction ",,"Besley and Hussain, 2023","Phasing out coal-fired power in favor of renewables is a central part of the green transition. As well as reducing carbon emissions, it should have an immediate and perceptible benefit for air quality. This paper uses geocoded survey data from 51 countries to show that people living within 40 km of coal-fired power plants are indeed more dissatisfied with ambient air quality. We then construct the equivalent variation for closing down coal-fired power plants and find that air quality benefits support the case for a green transition, with implications for policy action in this area.",https://azharhsain.github.io/publication/airquality-paper.pdf,,,,,,,,false,false,
Global potential for natural regeneration in deforested tropical regions,"Brooke Williams,Hawthorne Beyer,Matthew Fagan,Robin Chazdon,Marina Schmoeller,Starry Sprenkle-Hyppolite,Bronson Griscom,James Watson,Anazélia Tedesco,Mariano Gonzalez-Roglich,Gabriel Daldegan,Blaise Bodin,Danielle Celentano,Sarah Wilson,Nikola Alexandre,Do-Hyung Kim,Diego Bastos Bastos,Renato Crouzeilles","Williams et al., 2024","Extensive forest restoration is a key strategy to meet nature-based sustainable development goals and provide multiple social and environmental benefits1. Yet achieving forest restoration at scale requires cost-effective methods2. Tree planting in degraded landscapes is a popular but costly forest restoration method that often results in less biodiverse forests when compared to natural regeneration techniques under similar conditions3. Here we assess the current spatial distribution of pantropical natural forest (from 2000 to 2016) and use this to present a model of the potential for natural regeneration across tropical forested countries and biomes at a spatial resolution of 30 m. We estimate that an area of 215 million hectares—an area greater than the entire country of Mexico—has potential for natural forest regeneration, representing an above-ground carbon sequestration potential of 23.4 Gt C (range, 21.1–25.7 Gt) over 30 years. Five countries (Brazil, Indonesia, China, Mexico and Colombia) account for 52% of this estimated potential, showcasing the need for targeting restoration initiatives that leverage natural regeneration potential. Our results facilitate broader equitable decision-making processes that capitalize on the widespread opportunity for natural regeneration to help achieve national and global environmental agendas.


",https://www.nature.com/articles/s41586-024-08106-4,https://doi.org/10.21203/rs.3.rs-3235955/v1,,5,10/31/2024,Nature,Brooke Williams; Hawthorne Beyer; Matthew Fagan; Robin Chazdon; Marina Schmoeller; Starry Sprenkle-Hyppolite; Bronson Griscom; James Watson; Anazélia Tedesco; Mariano Gonzalez-Roglich; Gabriel Daldegan; Blaise Bodin; Danielle Celentano; Sarah Wilson; Nikola Alexandre; Do-Hyung Kim; Diego Bastos Bastos; Renato Crouzeilles,6/3/2025,false,false,https://doi.org/10.21428/d28e8e57.5411b150
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,"Ania Jaroszewicz,Oliver Hauser,Jon Jachimowicz,Julian Jamison

,","Jaroszewicz et al., 2024","We randomized 5,243 US individuals in poverty to receive a one-time unconditional cash transfer (UCT) of $2,000 (two months' worth of total household income for the median participant), $500 (half a month's income), or nothing. We measured the effects of the UCTs on participants' financial well-being, psychological well-being, cognitive capacity, and physical health through surveys administered one week, six weeks, and 15 weeks later. While bank data show that both UCTs increased expenditures, we find no evidence that (more) cash had positive impacts on our pre-specified survey outcomes, in contrast to the incentivized predictions of both experts and a nationally representative sample of laypeople. We test several explanations for these unexpected results, including via two sub-experiments embedded in our trial. The data are most consistent with the notion that receiving some but not enough money made participants' (unmet) needs more salient, which caused distress. We develop a model to illustrate how receiving cash can sometimes also highlight its absence.


",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4154000,https://doi.org/10.2139/ssrn.4154000,,28,7/20/2024,SSRN Electronic Journal,Ania Jaroszewicz; Jon Jachimowicz; Oliver Hauser; Julian Jamison,11/19/2024,false,false,https://doi.org/10.21428/d28e8e57.8a1cac7b
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,"Lee Crawfurd,Rory Todd,Susannah Hares,Justin Sandefur,Rachel Silverman Bonnifield","Crawfurd et al., 2025","Around half of children in low-income countries have elevated blood lead levels. What role does lead play in explaining low educational outcomes in these settings? We conduct a new systematic review and meta-analysis of observational studies on the relationship between lead exposure and learning outcomes. Adjusting for observable confounds and publication bias yields a benchmark estimate of a 0.12 standard deviation reduction in learning per natural log unit of blood lead. As all estimates are non-experimental, we present evidence on the likely magnitude of unobserved confounding, and summarize results from a smaller set of natural experiments. Our benchmark estimate accounts for over a fifth of the gap in learning outcomes between rich and poor countries, and implies moderate learning gains from targeted interventions for highly exposed groups (≈ 0.1 standard deviations) and modest learning gains (< 0.05 standard deviations) from broader public health campaigns",https://www.cgdev.org/sites/default/files/how-much-would-reducing-lead-exposure-improve-childrens-learning-developing-world.pdf,10.1093/wbro/lkae010,Givewell; Effective Altruism Global Health and Development Fund,3,7/22/2025,The World Bank Research Observer,Lee Crawfurd; Rory Todd; Susannah Hares; Justin Sandefur; Rachel Silverman Bonnifield,7/4/2024,false,true,https://doi.org/10.21428/d28e8e57.41f2f7c9
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
","Michael W. Walker,Alice H. Huang,Suleiman Asman,Sarah J. Baird,Lia Fernald,Joan Hamory,Fernando Hoces de la Guardia,Satoshi Koiso,Michael Kremer,Matthew N. Krupoff,Michelle N. Layvant,Eric Ochieng,Pooja Suri,Edward Miguel","Walker et al., 2024","We assess the impacts of a randomized school-based deworming intervention in Kenya on the mortality of recipients’ children using a 23-year longitudinal data set of over 6,500 original participants and their offspring. The under-5 mortality rate fell by 22% (17 deaths per 1000 live births) for children of treatment group individuals. We find that a combination of improved health, education, and living standards, increased urban residence, delayed fertility, and greater use of health care in the parent generation contributed to the reduction. The results provide evidence for meaningful intergenerational benefits of child health investments
",https://escholarship.org/uc/item/3d11905j,https://doi.org/10.3386/w31162,,1,7/23/2024,WP,Michael Walker; Alice Huang; Suleiman Asman; Sarah Baird; Lia Fernald; Joan Hamory Hicks; Fernando Hoces de la Guardia; Satoshi Koiso; Michael Kremer; Matthew Krupoff; Michelle Layvant; Eric Ochieng; Pooja Suri; Edward Miguel,10/8/2024,false,false,
Irrigation Strengthens Climate Resilience: Long-term Evidence from Mali using Satellites and Surveys,"Ariel Benyishay,Rachel Sayers,Kunwar K. Singh,Seth Goodman,Madeleine Walker,Souleymane S. Traore,Mascha Rauschenbach,Martin Noltze","Benyishay et al., 2024","Agriculture in the Sahel and much of sub-Saharan Africa remains to a large extent rainfed. At the same time, climate change is already causing less predictable rainfall patterns in the region, even as rising temperatures increase the amount of water needed for agricultural production. We assess to what extent irrigation can strengthen the climate resilience of farming communities. Our study sample consists of nearly 1,000 distinct locations in Mali in which small-scale, river-based irrigation was introduced over the past two decades, as weather conditions worsened and political upheaval erupted. Using the staggered roll-out of the irrigation and repeated observations over 20 years allows us to compare the pre- and postirrigation outcomes of locations while adjusting for confounding factors. We geospatially link data on irrigation interventions with agricultural conditions measured using satellite imagery and surveys, as well as child nutrition and health outcomes and conflict event data. Using a two-way fixed effects model to quasi-experimentally estimate counterfactual outcomes, we find that the introduction of irrigation led to substantial increases in agricultural production on supported fields, with these gains persisting even a decade later. Children in nearby communities are less likely to be stunted or wasted due to the irrigation, and conflict risks decrease in the closest communities. Some of these gains are offset by worsening conditions farther away from the newly installed irrigation. These findings suggest that, even with political conflicts in semi-arid areas already increasing, sustainable irrigation may offer a valuable tool to improve communities' long-term well-being and social cohesion.",https://www.researchgate.net/publication/378199084_Irrigation_strengthens_climate_resilience_Long-term_evidence_from_Mali_using_satellites_and_surveys,,,,,,,10/9/2025,false,false,
Legalizing Entrepreneurship,"Dany Bahar,Bo Cowgill,Jorge Guzman","Bahar et al., 2023","We use administrative data linked to the complete formal business registry to study a 2018 policy shift in Colombia that made nearly half a million Venezuelan undocumented migrants eligible for a resident visa. Immigrants who receive the visa increase their economic activity in the form of higher entrepreneurship by a factor as high as 12, bringing it to parity with native Colombians four years later. To establish causal estimates, we develop a novel extension of a regression discontinuity design. Our design uses variation in the running-variable (coming from rain) to instrument for migrants’ choices to apply for visas.
",https://www.nber.org/papers/w30624,https://doi.org/10.3386/w30624,,0,4/19/2023,WP,Dany Bahar; Bo Cowgill; Jorge Guzman,6/11/2024,false,false,https://doi.org/10.21428/d28e8e57.0168f4c0
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,"David Denkenberger,Anders Sandberg,Ross John Tieman,Joshua M. Pearce","Denkenberger et al., 2023","Global agricultural catastrophes, which include nuclear winter and abrupt climate change, could
have long-term consequences on humanity such as the collapse and nonrecovery of civilization.
Using Monte Carlo (probabilistic) models, we analyze the long-term cost-effectiveness of
resilient foods (alternative foods) - roughly those independent of sunlight such as mushrooms.
One version of the model populated partly by a survey of global catastrophic risk researchers
finds the confidence that resilient foods is more cost effective than artificial general intelligence
safety is ∼86% and ∼99% for the 100 millionth dollar spent on resilient foods at the margin
now, respectively. Another version of the model based on one of the authors produced ∼95%
and ∼99% confidence, respectively. Considering uncertainty represented within our models, our
result is robust: reverting the conclusion required simultaneously changing the 3-5 most
important parameters to the pessimistic ends. However, as predicting the long-run trajectory of
human civilization is extremely difficult, and model and theory uncertainties are very large, this
significantly reduces our overall confidence. Because the agricultural catastrophes could happen
immediately and because existing expertise relevant to resilient foods could be co-opted by
charitable giving, it is likely optimal to spend most of the money for resilient foods in the next
few years. Both cause areas generally save expected current lives inexpensively and should
attract greater investment.",https://allfed.info/images/pdfs/Long_term_cost_effectiveness_of_resilien.pdf,https://doi.org/10.1016/j.ijdrr.2022.102798,,10,5/1/2023,International Journal of Disaster Risk Reduction,David Denkenberger; Anders Sandberg; Ross John Tieman; Joshua M. Pearce,5/12/2023,false,false,
Long-term Impacts of Growth and Development Monitoring: Evidence from Routine Health Examinations in Early Childhood,"Yinhe Liang,
Xiaobo Peng,Meiping Sun","Liang et al., 2025","This paper examines the long-term impacts of growth and development monitoring in early childhood. For thispurpose, we evaluate a public health program, the Systematic Management of Children (SMC), which offersgrowth and development monitoring through routine health checkups for all young children (0-6 years) inChina. Using data on the program’s county-by-county rollout, we find that full exposure to the SMC from birthincreases adult income by 5%. We further provide evidence that the introduction to the SMC leads to improvedphysical and mental health, better educational outcomes, increased cognitive skills, and sustained use of routinehealth checkups among adolesce",https://www.dropbox.com/scl/fi/2winr78tqrpuh8oz8sl7a/Long_term_Impacts_of_Growth_and_Development_Monitoring__Evidence_from_Routine_Health_Examinations_in_Early_Childhood.pdf?rlkey=pp6j40zoyqolj7rimb8u1eutq&dl=0,https://doi.org/10.1016/j.jhealeco.2025.102972,National Natural Science Foundation of China,0,5/14/2025,Journal of Health Economics,Yinhe Liang; Xiaobo Peng; Meiping Aggie Sun,,false,false,
Meaningfully reducing consumption of meat and animal products is an unsolved problem: A meta-analysis,"Seth Ariel Green,Austin Benny Smith,Maya Mathur","Green et al., 2025","Which interventions produce the largest and most enduring reductions in consumption of meat and animalproducts (MAP)? We address this question with a theoretical review and meta-analysis of randomizedcontrolled trials that measured MAP consumption at least one day after intervention. We meta-analyze35 papers comprising 41 studies, 112 interventions, and approximately 87,000 subjects. We find that thesepapers employ four major strategies to change behavior: choice architecture, persuasion, psychology, and acombination of persuasion and psychology. The pooled effect of all 112 interventions on MAP consumptionis quite small (standardized mean difference (SMD) = 0.07 (95% CI: [0.02, 0.12]), indicating an unsolvedproblem. Interventions aiming to reduce only consumption of red and processed meat were more effective(SMD = 0.25; 95% CI: [0.11, 0.38]), but it remains unclear whether such interventions increase consumptionof other forms of MAP. but it remains unclear whether such interventions also decrease consumption ofother forms of MAP. We conclude that while existing approaches do not provide a proven remedy to MAPconsumption, designs and measurement strategies have generally been improving over time, and manypromising interventions await rigorous evaluation.Keywords:meta-analysis, meat, plant-based, randomized controlled trial, climate change, sustainabilit",https://osf.io/preprints/osf/q6xyr_v4,doi.org/10.31219/osf.io/q6xyr,,0,1/8/2025,WP,Seth Ariel Green; Austin Smith; Maya B Mathur,7/24/2025,false,false,
Misperceptions and Demand for Democracy under Authoritarianism,"Daron Acemoglu,Cevat Giray Aksoy,Ceren Baysan,Carlos Molina,Gamze Zeki","Acemoglu et al., 2025","This paper investigates whether enduring authoritarian regimes are in part rooted in the population’s misperceptions about their social and economic costs—as opposed to a general preference for authoritarianism. We explore this question using online and field experiments in the context of Türkiye’s May 2023 presidential and parliamentary elections. We confirm that voters, especially those supporting the incumbent authoritarian government systematically underestimate both the extent to which democracy and media freedom have been eroded in Türkiye’ and their usefulness in dealing with natural disasters and corruption (two salient issues in Türkiye). We find that providing (accurate) information about the state and implications of democracy and media freedom have significant effects on beliefs and increase the likelihood of voting for the opposition by about 3.7 percentage points (6.2 percent) in the online experiment. In the field experiment, the ballot-box level opposition vote share in neighborhoods receiving the information treatment increases by 0.8 percentage point (1.5 percent). Interestingly, both in the field and online, the results are driven not by further mobilizing opposition supporters, but by influencing those likely to vote for the governing coalition and those holding more misperceived beliefs about democracy and media freedom in Türkiye. The evidence suggests that at least part of the support for authoritarian regimes may be coming from misperceptions about their institutions and policies, and may be more malleable than typically presumed.


",https://www.nber.org/papers/w33018,10.3386/w33018,,3,4/10/2025,WP,Daron Acemoglu; Cevat Giray Aksoy; Ceren Baysan; Carlos Molina; Gamze Zeki,8/7/2025,false,false,
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,"B. Kelsey Jack,Seema Jayachandran,Namrata Kala,Rohini Pande","Jack et al., 2025","We test whether payments for ecosystem services (PES) can curb the highly polluting practice of crop residue burning in India. Standard PES contracts pay participants after verification that they met a proenvironment condition (clearing fields without burning). We randomize paying a portion of the money up front and unconditionally to address liquidity constraints and farmer distrust, which may undermine the standard contract’s effectiveness. Incorporating partial up-front payment into the contract increases compliance by 10 percentage points, which is corroborated by satellite-based burning measurements. The cost per life saved is $3,600–$5,400. The standard PES contract has no effect on burning. (JEL D86, O13, Q12, Q15, Q18, Q53, Q58)",https://seemajayachandran.com/money_not_to_burn.pdf,https://doi.org/10.1257/aeri.20230431,,0,2/27/2025,American Economic Review: Insights,B. Kelsey Jack; Seema Jayachandran; Namrata Kala; Rohini Pande,10/30/2023,false,true,
Moral expansiveness around the world: The role of societal factors across 36 countries,"Kelly Kirkland,Charlie R. Crimston,Jolanda Jetten,Maksim Rudnev,Cesar Acevedo-Triana,Catherine Amiot,others_Moral expansiveness around the world: The role of societal factors across 36 countries","Kirkland et al., 2025","What are the things that we think matter morally, and how do societal factors influence this? To date, research has explored several individual-level and historical factors that influence the size of our ‘moral circles.' There has, however, been less attention focused on which societal factors play a role. We present the first multi-national exploration of moral expansiveness—that is, the size of people’s moral circles across countries. We found low generalized trust, greater perceptions of a breakdown in the social fabric of society, and greater perceived economic inequality were associated with smaller moral circles. Generalized trust also helped explain the effects of perceived inequality on lower levels of moral inclusiveness. Other inequality indicators (i.e., Gini coefficients) were, however, unrelated to moral expansiveness. These findings suggest that societal factors, especially those associated with generalized trust, may influence the size of our moral circles.",https://journals.sagepub.com/doi/10.1177/19485506221101767,https://doi.org/10.1177/19485506221101767,Center for Intercultural and Indigenous Research; Center for Social Conflict and Cohesion Studies; Japan Society for the Promotion of Science; Basic Research Program at the National Research University Higher School of Economics; Australian Research Council; Polish National Science Center Grant Sonata Bis,17,3/2/2025,Social Psychological and Personality Science,,,false,false,
Observational price variation in scanner data cannot reproduce experimental price elasticities,,"Bray et al., 2024","We present experimental evidence that the observational price variation in typical supermarket scanner data is insufficient to recover true price elasticities. We analyze a large, brick-and-mortar field experiment that generated 389,890 random, in-store prices over 35 weeks, across 409 products, at 82 ""test"" stores of a Midwestern grocery retailer. We compare the demand elasticity estimates derived from these experimental price changes against those derived from observational price changes at 34 ""control"" stores. During the experiment, the average experimental elasticity is -0.34, whereas the average observational elasticity is about -2.0. The gap is even wider in the difference in differences, and replicates at the category and the product levels. We cannot reconcile this gap by controlling for promotions, conducting an event study around each price change, focusing on base-price changes, accounting for longer-term price effects, or instrumenting with the chain price, the lagged price, the raw input price, or the wholesale price. Our findings suggest that most meaningful variation in grocery prices is tainted by endogeneity.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4899765,https://doi.org/10.2139/ssrn.4899765,,0,8/14/2024,,Robert Bray; Robert Evan Sanders; Ioannis Stamatopoulos,,false,false,
Pharmaceutical Pricing and R&D as a Global Public Good,"H. E. Frech,Mark V. Pauly,William S. Comanor ,Joseph R. Martinez","Frech et al., 2025","In his Labor Day address, President Biden stated that the U.S. “has the highest drug prices in the world, and there is no reason for it.” For new branded drugs, the first part of that statement is supported by a recent RAND Report (Mulcahy et. al. 2021) which found U.S. average prices are 2.3 times those present in both the 32 OECD countries overall and in the UK separately. In this research, we consider the second part of that statement, and identify the economic factors that suggest some “reasons for it.” Viewing pharmaceutical markets through the lens of the theories of global public goods and alliances, as developed by Olson and Zeckhauser (1966), we explain the observed pricing differences along with their implications the for the global supply of innovative new drugs. Similar views were advanced in two U.S. government reports (CEA 2018, 2020), and also by Goldman and Lakdawala (2018). We develop these ideas further and implement them empirically. A commonly held theory presumes that drug companies in the U.S set prices for patented drugs at profit- maximizing levels that fund and incentivize substantial research and development efforts. In contrast, in the rest of the world (ROW), national authorities set prices minimally above marginal costs of production, allowing few revenues remaining to support R&D (CEA Report 2018; Blumenthal 2018; Hooper and Henderson 2022). The ROW countries are then considered to be fully free riding on U.S. research efforts. We examine this argument both theoretically and empirically, and find it wanting. We apply global public good theory to examine the pricing of branded drugs. To this end, we describe the optimal global contribution, as supported by the Lindahl pricing model, and show theoretically that existing independently determined contributions and thereby aggregate R&D levels are likely sub-optimal. Then we implement the model by calculating the contribution to the global public good as represented by short-term profits or quasi-rents received from sales of all branded drugs. These calculations are derived from pricing data contained in the RAND Report along with two market-based estimates of marginal costs. We find that, while ROW contributions are less than those found in the United States, they are more than minimal, and do not approach zero for most countries. When we regress these positive contributions on a country’s size of GDP along with various controls, we find that GDP size alone is a powerful determinant of national contributions. It remains economically and statistically significant without regard to the controls introduced. In addition, we estimate how large are the contributions of ROW countries to the global public good. We offer reasons why US pharmaceutical prices and contributions per capita are nevertheless higher than those found in all ROW countries. We also suggest actions aimed to promote R&D efforts that are closer to the global optimum.",https://www.nber.org/system/files/working_papers/w31272/w31272.pdf,doi.org/10.3386/w31272,,2,4/18/2025,WP,H. Frech; Mark Pauly; William Comanor; Joseph Martinez,6/30/2025,false,false,https://doi.org/10.21428/d28e8e57.072621d7
Population ethical intuitions.,"Lucius Caviola,David Althaus,Andreas L. Mogensen,Geoffrey P. Goodwin","Caviola et al., 2025","Is humanity's existence worthwhile? If so, where should the human species be headed in the future? In part, the answers to these questions require us to morally evaluate the (potential) human population in terms of its size and aggregate welfare. This assessment lies at the heart of population ethics. Our investigation across nine experiments (N = 5776) aimed to answer three questions about how people aggregate welfare across individuals: (1) Do they weigh happiness and suffering symmetrically?; (2) Do they focus more on the average or total welfare of a given population?; and (3) Do they account only for currently existing lives, or also lives that could yet exist? We found that, first, participants believed that more happy than unhappy people were needed in order for the whole population to be net positive (Studies 1a-c). Second, participants had a preference both for populations with greater total welfare and populations with greater average welfare (Study 3a-d). Their focus on average welfare even led them (remarkably) to judge it preferable to add new suffering people to an already miserable world, as long as this increased average welfare. But, when prompted to reflect, participants' preference for the population with the better total welfare became stronger. Third, participants did not consider the creation of new people as morally neutral. Instead, they viewed it as good to create new happy people and as bad to create new unhappy people (Studies 2a-b). Our findings have implications for moral psychology, philosophy and global priority setting.",https://bpb-us-w2.wpmucdn.com/web.sas.upenn.edu/dist/c/183/files/2022/07/Caviola-et-al-2022-Population-ethical-intuitions-COGNITION.pdf,https://doi.org/10.1016/j.cognition.2021.104941,,7,9/14/2025,Cognition,Lucius Caviola; David Althaus; Andreas L. Mogensen; Geoffrey P. Goodwin,7/26/2025,false,true,https://doi.org/10.21428/d28e8e57.a3bb8738
